id,name,is_obsolete,replacement_id
172,Abnormality of the uvula,False,
174,Abnormal palate morphology,False,
175,Cleft palate,False,
176,Submucous cleft hard palate,False,
177,Abnormality of upper lip,False,
178,Abnormality of lower lip,False,
179,Thick lower lip vermilion,False,
180,Lobulated tongue,False,
182,Movement abnormality of the tongue,False,
183,Difficulty in tongue movements,False,
185,Cleft soft palate,False,
187,Broad alveolar ridges,False,
188,Short upper lip,False,
189,Narrow palate,False,
190,Abnormal oral frenulum morphology,False,
191,Accessory oral frenulum,False,
193,Bifid uvula,False,
194,Open mouth,False,
196,Lower lip pit,False,
197,Abnormal parotid gland morphology,False,
198,Absence of Stensen duct,False,
199,Tongue nodules,False,
200,Short lingual frenulum,False,
201,Pierre-Robin sequence,False,
202,Oral cleft,False,
204,Cleft upper lip,False,
205,Pursed lips,False,
206,Glossitis,False,
207,Triangular mouth,False,
211,Trismus,False,
212,Gingival overgrowth,False,
214,Lip telangiectasia,False,
215,Thick upper lip vermilion,False,
216,Broad secondary alveolar ridge,False,
217,Xerostomia,False,
218,High palate,False,
219,Thin upper lip vermilion,False,
220,Velopharyngeal insufficiency,False,
221,Furrowed tongue,False,
222,Gingival hyperkeratosis,False,
223,Abnormality of taste sensation,False,
224,Hypogeusia,False,
225,Gingival bleeding,False,
227,Tongue telangiectasia,False,
228,Oral cavity telangiectasia,False,
230,Gingivitis,False,
232,Everted lower lip vermilion,False,
233,Thin vermilion border,False,
234,Abnormality of the head,False,
235,Abnormality of the fontanelles or cranial sutures,False,
236,Abnormality of the anterior fontanelle,False,
237,Small anterior fontanelle,False,
238,Hydrocephalus,False,
239,Large fontanelles,False,
240,Abnormality of skull size,False,
242,Parietal bossing,False,
243,Trigonocephaly,False,
244,Brachyturricephaly,False,
245,Abnormal paranasal sinus morphology,False,
246,Sinusitis,False,
248,Brachycephaly,False,
250,Dense calvaria,False,
252,Microcephaly,False,
253,Progressive microcephaly,False,
255,Acute sinusitis,False,
256,Macrocephaly,False,
260,Wide anterior fontanel,False,
262,Turricephaly,False,
263,Oxycephaly,False,
264,Abnormality of the mastoid,False,
265,Mastoiditis,False,
267,Cranial asymmetry,False,
268,Dolichocephaly,False,
269,Prominent occiput,False,
270,Delayed cranial suture closure,False,
271,Abnormality of the face,False,
272,Malar flattening,False,
273,Facial grimacing,False,
274,Small face,False,
275,Narrow face,False,
276,Long face,False,
277,Abnormality of the mandible,False,
278,Retrognathia,False,
280,Coarse facial features,False,
282,Facial edema,False,
283,Broad face,False,
284,obsolete Abnormality of the ocular region,True,315.0
286,Epicanthus,False,
287,Increased facial adipose tissue,False,
288,Abnormality of the philtrum,False,
289,Broad philtrum,False,
290,Abnormality of the forehead,False,
291,Abnormality of facial adipose tissue,False,
292,Loss of facial adipose tissue,False,
293,Full cheeks,False,
294,Low anterior hairline,False,
295,Doll-like facies,False,
297,Facial hypotonia,False,
298,Mask-like facies,False,
300,Oval face,False,
301,Abnormality of facial musculature,False,
303,Mandibular prognathia,False,
306,Abnormality of the chin,False,
307,Pointed chin,False,
308,Microretrognathia,False,
309,Abnormality of the midface,False,
311,Round face,False,
315,Abnormality of the orbital region,False,
316,Hypertelorism,False,
317,Facial myokymia,False,
319,Smooth philtrum,False,
320,Bird-like facies,False,
321,Square face,False,
322,Short philtrum,False,
324,Facial asymmetry,False,
325,Triangular face,False,
326,Abnormality of the maxilla,False,
327,Hypoplasia of the maxilla,False,
329,Facial hemangioma,False,
331,Short chin,False,
336,Prominent supraorbital ridges,False,
337,Broad forehead,False,
338,Hypomimic face,False,
339,Pugilistic facies,False,
340,Sloping forehead,False,
341,Narrow forehead,False,
343,Long philtrum,False,
346,Whistling appearance,False,
347,Micrognathia,False,
348,High forehead,False,
349,Widow's peak,False,
350,Small forehead,False,
356,Abnormality of the outer ear,False,
357,Abnormal location of ears,False,
358,Posteriorly rotated ears,False,
359,Abnormality of the inner ear,False,
360,Tinnitus,False,
361,obsolete Pulsatile tinnitus (tympanic paraganglioma),True,8629.0
362,Otosclerosis,False,
363,Abnormality of earlobe,False,
364,Hearing abnormality,False,
365,Hearing impairment,False,
366,Abnormality of the nose,False,
368,"Low-set, posteriorly rotated ears",False,
369,Low-set ears,False,
370,Abnormality of the middle ear,False,
371,Acute otitis media,False,
372,Abnormality of the auditory canal,False,
375,Abnormal cochlea morphology,False,
376,Incomplete partition of the cochlea type II,False,
377,Abnormality of the pinna,False,
378,Cupped ear,False,
381,Stapes ankylosis,False,
383,Abnormality of periauricular region,False,
384,Preauricular skin tag,False,
385,Small earlobe,False,
387,Absent earlobe,False,
388,Otitis media,False,
389,Chronic otitis media,False,
391,Thickened helices,False,
394,Lop ear,False,
395,Prominent antihelix,False,
396,Overfolded helix,False,
399,Prelingual sensorineural hearing impairment,False,
400,Macrotia,False,
402,Stenosis of the external auditory canal,False,
403,Recurrent otitis media,False,
405,Conductive hearing impairment,False,
407,Sensorineural hearing impairment,False,
408,Progressive sensorineural hearing impairment,False,
410,Mixed hearing impairment,False,
411,Protruding ear,False,
413,Atresia of the external auditory canal,False,
414,Bulbous nose,False,
415,Abnormality of the choanae,False,
417,Slender nose,False,
418,Narrow nasal ridge,False,
419,Abnormality of the nasal septum,False,
420,Short nasal septum,False,
421,Epistaxis,False,
422,Abnormal nasal bridge morphology,False,
426,Prominent nasal bridge,False,
429,Abnormality of the nasal alae,False,
430,Underdeveloped nasal alae,False,
431,Wide nasal bridge,False,
433,Abnormal nasal mucosa morphology,False,
434,Nasal mucosa telangiectasia,False,
436,Abnormality of the nasal tip,False,
437,Depressed nasal tip,False,
444,Convex nasal ridge,False,
445,Wide nose,False,
446,Narrow nasal bridge,False,
447,Pear-shaped nose,False,
448,Prominent nose,False,
451,Triangular nasal tip,False,
452,Choanal stenosis,False,
453,Choanal atresia,False,
454,Flared nostrils,False,
455,Broad nasal tip,False,
456,Bifid nasal tip,False,
457,Depressed nasal ridge,False,
458,Anosmia,False,
460,Narrow nose,False,
463,Anteverted nares,False,
464,Abnormality of the neck,False,
465,Webbed neck,False,
466,Limited neck range of motion,False,
467,Neck muscle weakness,False,
468,Increased adipose tissue around the neck,False,
470,Short neck,False,
471,Gastrointestinal angiodysplasia,False,
472,Long neck,False,
473,Torticollis,False,
474,Thickened nuchal skin fold,False,
475,Broad neck,False,
476,Cystic hygroma,False,
478,Abnormality of the eye,False,
479,Abnormal retinal morphology,False,
480,Retinal coloboma,False,
481,Abnormal cornea morphology,False,
482,Microcornea,False,
483,Astigmatism,False,
484,Hyperopic astigmatism,False,
485,Megalocornea,False,
486,Strabismus,False,
487,obsolete Congenital strabismus,True,486.0
488,Retinopathy,False,
489,obsolete Abnormality of globe location or size,True,
490,Deeply set eye,False,
491,Keratitis,False,
492,Abnormal eyelid morphology,False,
493,Abnormal foveal morphology,False,
494,Downslanted palpebral fissures,False,
495,Recurrent corneal erosions,False,
496,Abnormality of eye movement,False,
497,Globe retraction and deviation on abduction,False,
498,Blepharitis,False,
499,Abnormal eyelash morphology,False,
501,Glaucoma,False,
502,Abnormal conjunctiva morphology,False,
503,Tortuosity of conjunctival vessels,False,
504,Abnormality of vision,False,
505,Visual impairment,False,
506,Telecanthus,False,
508,Ptosis,False,
509,Conjunctivitis,False,
510,Rod-cone dystrophy,False,
511,Vertical supranuclear gaze palsy,False,
512,Abnormal electroretinogram,False,
514,Slow saccadic eye movements,False,
517,Abnormality of the lens,False,
518,Cataract,False,
519,Developmental cataract,False,
520,Proptosis,False,
522,Alacrima,False,
523,Subcapsular cataract,False,
524,Conjunctival telangiectasia,False,
525,Abnormality iris morphology,False,
526,Aniridia,False,
527,Long eyelashes,False,
528,Anophthalmia,False,
529,Progressive visual loss,False,
531,Corneal crystals,False,
532,Abnormal chorioretinal morphology,False,
533,Chorioretinal atrophy,False,
534,Abnormal eyebrow morphology,False,
535,Sparse and thin eyebrow,False,
537,Epicanthus inversus,False,
538,Pseudopapilledema,False,
539,Abnormality of refraction,False,
540,Hypermetropia,False,
541,Retinal detachment,False,
542,Impaired ocular adduction,False,
543,Optic disc pallor,False,
544,External ophthalmoplegia,False,
545,Myopia,False,
546,Retinal degeneration,False,
547,obsolete Tapetoretinal degeneration,True,510.0
548,Cone/cone-rod dystrophy,False,
549,Abnormal conjugate eye movement,False,
550,Undetectable electroretinogram,False,
551,Color vision defect,False,
552,Tritanomaly,False,
553,Abnormal uvea morphology,False,
554,Uveitis,False,
555,Leukocoria,False,
556,Retinal dystrophy,False,
557,Buphthalmos,False,
558,Rieger anomaly,False,
559,Corneal scarring,False,
561,Absent eyelashes,False,
563,Keratoconus,False,
564,Lacrimal duct atresia,False,
565,Esotropia,False,
567,Chorioretinal coloboma,False,
568,Microphthalmia,False,
570,Abnormal saccadic eye movements,False,
571,Hypometric saccades,False,
572,Visual loss,False,
573,Retinal hemorrhage,False,
574,Thick eyebrow,False,
575,Scotoma,False,
576,Centrocecal scotoma,False,
577,Exotropia,False,
579,Nasolacrimal duct obstruction,False,
580,Pigmentary retinopathy,False,
581,Blepharophimosis,False,
582,Upslanted palpebral fissure,False,
584,Punctate corneal epithelial erosions,False,
585,Band keratopathy,False,
586,Shallow orbits,False,
587,Abnormality of the optic nerve,False,
588,Optic nerve coloboma,False,
589,Coloboma,False,
590,Progressive external ophthalmoplegia,False,
591,Abnormal sclera morphology,False,
592,Blue sclerae,False,
593,Abnormal anterior chamber morphology,False,
594,Shallow anterior chamber,False,
597,Ophthalmoparesis,False,
598,Abnormality of the ear,False,
599,Abnormality of the frontal hairline,False,
600,Abnormality of the pharynx,False,
601,Hypotelorism,False,
602,Ophthalmoplegia,False,
603,Central scotoma,False,
605,Supranuclear gaze palsy,False,
606,Abnormality of the periorbital region,False,
607,Periorbital wrinkles,False,
608,Macular degeneration,False,
609,Optic nerve hypoplasia,False,
610,Abnormal choroid morphology,False,
611,obsolete Choroid coloboma,True,567.0
612,Iris coloboma,False,
613,Photophobia,False,
614,Abnormal nasolacrimal system morphology,False,
615,Abnormal pupil morphology,False,
616,Miosis,False,
617,Abnormality of ocular smooth pursuit,False,
618,Blindness,False,
619,Impaired convergence,False,
620,Dacryocystitis,False,
621,Entropion,False,
622,Blurred vision,False,
623,Supranuclear ophthalmoplegia,False,
625,Eyelid coloboma,False,
627,Posterior embryotoxon,False,
629,Periorbital fullness,False,
630,Abnormal retinal artery morphology,False,
631,Retinal arterial tortuosity,False,
632,Lacrimation abnormality,False,
633,Decreased lacrimation,False,
634,Impaired ocular abduction,False,
635,Blue irides,False,
636,Upper eyelid coloboma,False,
637,Long palpebral fissure,False,
639,Nystagmus,False,
640,Gaze-evoked nystagmus,False,
641,Dysmetric saccades,False,
642,Red-green dyschromatopsia,False,
643,Blepharospasm,False,
646,Amblyopia,False,
647,Sclerocornea,False,
648,Optic atrophy,False,
649,Abnormality of visual evoked potentials,False,
650,Abnormal amplitude of pattern reversal visual evoked potentials,False,
651,Diplopia,False,
652,Lower eyelid coloboma,False,
653,Sparse eyelashes,False,
654,Decreased light- and dark-adapted electroretinogram amplitude,False,
655,obsolete Vitreoretinal degeneration,True,7773.0
656,Ectropion,False,
657,Oculomotor apraxia,False,
658,Eyelid apraxia,False,
659,Peters anomaly,False,
660,Lipemia retinalis,False,
661,Palpebral fissure narrowing on adduction,False,
662,Nyctalopia,False,
664,Synophrys,False,
666,Horizontal nystagmus,False,
667,Phthisis bulbi,False,
668,Hypodontia,False,
670,Carious teeth,False,
674,Anodontia,False,
675,Macrodontia of permanent maxillary central incisor,False,
676,Abnormality of the incisor,False,
677,Oligodontia,False,
678,Dental crowding,False,
679,Taurodontia,False,
680,Delayed eruption of primary teeth,False,
682,Abnormality of dental enamel,False,
683,Grayish enamel,False,
684,Delayed eruption of teeth,False,
685,Hypoplasia of teeth,False,
687,Widely spaced teeth,False,
689,Dental malocclusion,False,
690,Agenesis of maxillary lateral incisor,False,
691,Microdontia,False,
692,Misalignment of teeth,False,
694,Shell teeth,False,
695,Natal tooth,False,
696,Delayed eruption of permanent teeth,False,
698,Conical tooth,False,
699,Diastema,False,
700,Periapical bone loss,False,
703,Dentinogenesis imperfecta,False,
704,Periodontitis,False,
705,Amelogenesis imperfecta,False,
706,Unerupted tooth,False,
707,Abnormality of the nervous system,False,
708,Behavioral abnormality,False,
709,Psychosis,False,
710,Hyperorality,False,
711,Restlessness,False,
712,Emotional lability,False,
713,Agitation,False,
716,Depressivity,False,
717,Autism,False,
718,Aggressive behavior,False,
719,Inappropriate behavior,False,
720,Mood swings,False,
721,Lack of spontaneous play,False,
722,Obsessive-compulsive behavior,False,
723,Restrictive behavior,False,
725,Psychotic episodes,False,
726,Dementia,False,
727,Frontal lobe dementia,False,
728,Impaired ability to form peer relationships,False,
729,Autistic behavior,False,
732,Inflexible adherence to routines or rituals,False,
733,Stereotypy,False,
734,Disinhibition,False,
735,Impaired social interactions,False,
736,Short attention span,False,
737,Irritability,False,
738,Hallucinations,False,
739,Anxiety,False,
740,Episodic paroxysmal anxiety,False,
741,Apathy,False,
742,Self-mutilation,False,
743,Frontal release signs,False,
744,Low frustration tolerance,False,
745,Diminished motivation,False,
746,Delusions,False,
748,Inappropriate laughter,False,
749,Paroxysmal bursts of laughter,False,
750,Delayed speech and language development,False,
751,Personality changes,False,
752,Hyperactivity,False,
753,Autism with high cognitive abilities,False,
756,Agoraphobia,False,
757,Lack of insight,False,
758,Impaired use of nonverbal behaviors,False,
759,Abnormal peripheral nervous system morphology,False,
762,Decreased nerve conduction velocity,False,
763,Sensory neuropathy,False,
764,Peripheral axonal degeneration,False,
765,Abnormal thorax morphology,False,
766,Abnormal sternum morphology,False,
767,Pectus excavatum,False,
768,Pectus carinatum,False,
769,Abnormality of the breast,False,
771,Gynecomastia,False,
772,Abnormality of the ribs,False,
773,Short ribs,False,
774,Narrow chest,False,
775,Abnormality of the diaphragm,False,
776,Congenital diaphragmatic hernia,False,
777,Abnormality of the thymus,False,
778,Hypoplasia of the thymus,False,
782,Abnormal scapula morphology,False,
786,Primary amenorrhea,False,
787,Nephrolithiasis,False,
789,Infertility,False,
790,Hematuria,False,
791,Uric acid nephrolithiasis,False,
793,Membranoproliferative glomerulonephritis,False,
794,IgA deposition in the glomerulus,False,
795,Abnormality of the urethra,False,
796,Urethral obstruction,False,
798,Oligospermia,False,
799,Renal steatosis,False,
800,Cystic renal dysplasia,False,
802,Impotence,False,
803,Renal cortical cysts,False,
804,Xanthine nephrolithiasis,False,
805,Enuresis,False,
807,Glandular hypospadias,False,
808,Penoscrotal hypospadias,False,
809,Urinary tract atresia,False,
811,Abnormal external genitalia,False,
812,Abnormal internal genitalia,False,
813,Bicornuate uterus,False,
815,Hypergonadotropic hypogonadism,False,
816,Abnormality of Krebs cycle metabolism,False,
817,Poor eye contact,False,
818,Abnormality of the endocrine system,False,
819,Diabetes mellitus,False,
820,Abnormality of the thyroid gland,False,
821,Hypothyroidism,False,
822,Hypertension,False,
823,Delayed puberty,False,
824,Decreased response to growth hormone stimuation test,False,
825,Hyperinsulinemic hypoglycemia,False,
826,Precocious puberty,False,
828,Abnormality of the parathyroid gland,False,
829,Hypoparathyroidism,False,
830,Anterior hypopituitarism,False,
831,Insulin-resistant diabetes mellitus,False,
832,Primary hypothyroidism,False,
833,obsolete Glucose intolerance,True,1952.0
834,Abnormality of the adrenal glands,False,
835,Adrenal hypoplasia,False,
836,Hyperthyroidism,False,
837,Increased circulating gonadotropin level,False,
839,Pituitary dwarfism,False,
840,Adrenogenital syndrome,False,
841,Hyperactive renin-angiotensin system,False,
842,Hyperinsulinemia,False,
843,Hyperparathyroidism,False,
845,Growth hormone excess,False,
846,Adrenal insufficiency,False,
847,Abnormality of renin-angiotensin system,False,
848,Increased circulating renin level,False,
849,Adrenocortical abnormality,False,
851,Congenital hypothyroidism,False,
852,Pseudohypoparathyroidism,False,
853,Goiter,False,
854,Thyroid adenoma,False,
855,Insulin resistance,False,
857,Neonatal insulin-dependent diabetes mellitus,False,
858,Irregular menstruation,False,
859,Hyperaldosteronism,False,
860,Parathyroid hypoplasia,False,
863,Central diabetes insipidus,False,
864,Abnormality of the hypothalamus-pituitary axis,False,
866,Euthyroid multinodular goiter,False,
867,Secondary hyperparathyroidism,False,
868,Decreased fertility in females,False,
869,Secondary amenorrhea,False,
870,Increased circulating prolactin concentration,False,
871,Panhypopituitarism,False,
872,Hashimoto thyroiditis,False,
873,Diabetes insipidus,False,
875,Episodic hypertension,False,
876,Oligomenorrhea,False,
877,Insulin-resistant diabetes mellitus at puberty,False,
878,11 pairs of ribs,False,
879,Short sternum,False,
882,Hypoplastic scapulae,False,
883,Thin ribs,False,
884,Prominent sternum,False,
885,Broad ribs,False,
886,Deformed rib cage,False,
887,Cupped ribs,False,
888,Horizontal ribs,False,
889,Abnormal clavicle morphology,False,
890,Long clavicles,False,
891,Cervical ribs,False,
892,Bifid ribs,False,
893,Bulging of the costochondral junction,False,
894,Short clavicles,False,
895,Lateral clavicle hook,False,
896,Rib exostoses,False,
897,Rachitic rosary,False,
900,Thickened ribs,False,
902,Rib fusion,False,
904,Flaring of rib cage,False,
905,Progressive clavicular acroosteolysis,False,
907,Anterior rib cupping,False,
910,Wide-cupped costochondral junctions,False,
911,Flat glenoid fossa,False,
912,Sprengel anomaly,False,
913,Posterior rib fusion,False,
914,Shield chest,False,
915,Pectus excavatum of inferior sternum,False,
916,Broad clavicles,False,
917,Superior pectus carinatum,False,
918,Scapular exostoses,False,
919,Abnormality of the costochondral junction,False,
920,Enlargement of the costochondral junction,False,
921,Missing ribs,False,
922,Posterior rib cupping,False,
923,Beaded ribs,False,
924,Abnormality of the skeletal system,False,
925,Abnormality of the vertebral column,False,
926,Platyspondyly,False,
927,Abnormality of skeletal maturation,False,
929,Abnormal skull morphology,False,
930,Elevated imprint of the transverse sinuses,False,
931,Thinning and bulging of the posterior fossa bones,False,
932,Abnormal posterior cranial fossa morphology,False,
933,Posterior fossa cyst at the fourth ventricle,False,
934,Chondrocalcinosis,False,
935,Thickened cortex of long bones,False,
938,Osteopenia,False,
939,Osteoporosis,False,
940,Abnormal diaphysis morphology,False,
941,Short diaphyses,False,
943,Dysostosis multiplex,False,
944,Abnormality of the metaphysis,False,
946,Hypoplastic ilia,False,
947,Dumbbell-shaped long bone,False,
951,Abnormality of the skin,False,
952,Jaundice,False,
953,Hyperpigmentation of the skin,False,
954,Single transverse palmar crease,False,
956,Acanthosis nigricans,False,
957,Cafe-au-lait spot,False,
958,Dry skin,False,
960,Sacral dimple,False,
961,Cyanosis,False,
962,Hyperkeratosis,False,
963,Thin skin,False,
964,Eczema,False,
965,Cutis marmorata,False,
966,Hypohidrosis,False,
967,Petechiae,False,
968,Ectodermal dysplasia,False,
969,Edema,False,
970,Anhidrosis,False,
971,Abnormal sweat gland morphology,False,
972,Palmoplantar hyperkeratosis,False,
973,Cutis laxa,False,
974,Hyperextensible skin,False,
975,Hyperhidrosis,False,
976,Eczematoid dermatitis,False,
977,Soft skin,False,
978,Bruising susceptibility,False,
979,Purpura,False,
980,Pallor,False,
982,Palmoplantar keratoderma,False,
987,Atypical scarring of skin,False,
988,Skin rash,False,
989,Pruritus,False,
991,Xanthomatosis,False,
992,Cutaneous photosensitivity,False,
993,Molluscoid pseudotumors,False,
995,Melanocytic nevus,False,
996,Facial capillary hemangioma,False,
997,Axillary freckling,False,
998,Hypertrichosis,False,
999,Pyoderma,False,
1000,Abnormality of skin pigmentation,False,
1001,Abnormality of subcutaneous fat tissue,False,
1002,obsolete Decreased subcutaneous fat,True,3758.0
1003,Multiple lentigines,False,
1004,Lymphedema,False,
1005,Dermatological manifestations of systemic disorders,False,
1006,obsolete Hypotrichosis,True,8070.0
1007,Hirsutism,False,
1008,Accumulation of melanosomes in melanocytes,False,
1009,Telangiectasia,False,
1010,Hypopigmentation of the skin,False,
1011,obsolete Diaphoresis (with pheochromocytoma),True,975.0
1012,Multiple lipomas,False,
1013,Eruptive xanthomas,False,
1014,Angiokeratoma,False,
1015,Prominent superficial veins,False,
1017,Anemic pallor,False,
1018,Abnormal palmar dermatoglyphics,False,
1019,Erythroderma,False,
1022,Albinism,False,
1024,Skin dimple over apex of long bone angulation,False,
1025,Urticaria,False,
1026,Penetrating foot ulcers,False,
1027,"Soft, doughy skin",False,
1028,Hemangioma,False,
1029,Poikiloderma,False,
1030,Fragile skin,False,
1031,Subcutaneous lipoma,False,
1032,Absent distal interphalangeal creases,False,
1033,Facial flushing after alcohol intake,False,
1034,Hypermelanotic macule,False,
1036,Parakeratosis,False,
1038,Warfarin-induced skin necrosis,False,
1039,Atheroeruptive xanthoma,False,
1040,Multiple pterygia,False,
1041,Facial erythema,False,
1042,High axial triradius,False,
1043,Prominent scalp veins,False,
1045,Vitiligo,False,
1046,Intermittent jaundice,False,
1047,Atopic dermatitis,False,
1048,Cavernous hemangioma,False,
1049,Absent dorsal skin creases over affected joints,False,
1050,Plethora,False,
1051,Seborrheic dermatitis,False,
1052,Nevus flammeus,False,
1053,Hypopigmented skin patches,False,
1054,Numerous nevi,False,
1055,Erysipelas,False,
1056,Milia,False,
1057,Aplasia cutis congenita,False,
1058,Poor wound healing,False,
1059,Pterygium,False,
1060,Axillary pterygium,False,
1061,Acne,False,
1062,Atypical nevus,False,
1063,Acrocyanosis,False,
1065,Striae distensae,False,
1067,Neurofibromas,False,
1069,Episodic hyperhidrosis,False,
1070,Mottled pigmentation,False,
1071,Angiokeratoma corporis diffusum,False,
1072,Thickened skin,False,
1073,Cigarette-paper scars,False,
1074,Atypical nevi in non-sun exposed areas,False,
1075,Atrophic scars,False,
1076,Glabellar hemangioma,False,
1080,Biliary tract abnormality,False,
1081,Cholelithiasis,False,
1082,Cholecystitis,False,
1083,Ectopia lentis,False,
1084,Corneal arcus,False,
1085,Papilledema,False,
1087,Developmental glaucoma,False,
1088,Brushfield spots,False,
1089,Iris atrophy,False,
1090,Abnormally large globe,False,
1092,Absent lacrimal punctum,False,
1093,Optic nerve dysplasia,False,
1094,Iridocyclitis,False,
1095,Hypertensive retinopathy,False,
1096,Keratoconjunctivitis,False,
1097,Keratoconjunctivitis sicca,False,
1098,Abnormal fundus morphology,False,
1099,Fundus atrophy,False,
1100,Heterochromia iridis,False,
1101,Iritis,False,
1102,Angioid streaks of the fundus,False,
1103,Abnormal macular morphology,False,
1104,Macular hypoplasia,False,
1105,Retinal atrophy,False,
1106,Periorbital hyperpigmentation,False,
1107,Ocular albinism,False,
1112,Leber optic atrophy,False,
1113,obsolete Early cataracts,True,518.0
1114,Xanthelasma,False,
1115,Posterior polar cataract,False,
1116,Macular coloboma,False,
1117,Sudden loss of visual acuity,False,
1118,Juvenile cataract,False,
1119,Keratoglobus,False,
1120,Abnormality of corneal size,False,
1122,obsolete Aplasia/Hypoplasia of the choroid,True,
1123,Visual field defect,False,
1125,Transient unilateral blurring of vision,False,
1126,Cryptophthalmos,False,
1128,Trichiasis,False,
1129,Large central visual field defect,False,
1131,Corneal dystrophy,False,
1132,Lens subluxation,False,
1133,Constriction of peripheral visual field,False,
1134,Anterior polar cataract,False,
1135,Chorioretinal dystrophy,False,
1136,Retinal arteriolar tortuosity,False,
1137,Alternating esotropia,False,
1138,Optic neuropathy,False,
1139,Choroideremia,False,
